"","fips_code","total_cases_per_100k","total_deaths_per_100k","E_TOTPOP","EP_POV150","EP_UNEMP","EP_HBURD","EP_NOHSDP","EP_UNINSUR","EP_AGE65","EP_AGE17","EP_DISABL","EP_SNGPNT","EP_LIMENG","EP_MINRTY","EP_MUNIT","EP_MOBILE","EP_CROWD","EP_NOVEH","EP_GROUPQ","EP_NOINT"
"1","01001",33888.1230748285,399.925120402988,58761,20.2,2.8,19.7,9.6,7.4,15.6,23.4,16.4,5.6,0.4,27.4,3.9,15.6,1.4,4,0.9,10.9
"2","01003",30212.0640904807,313.169394225002,233420,18.3,3.4,23.2,8.4,9.3,21.2,21.2,13.9,4.2,0.8,17.7,16.6,10.2,1.9,2.3,1.5,10.9
"3","01005",30477.9515214857,418.056839651084,24877,37.7,5.8,25.1,23.5,10.7,19.8,20.7,18.1,11.3,2,55.4,1.4,29.2,3.8,11.7,12,31.8
"4","01007",36623.0731203092,498.853984090603,22251,29,8.7,23.2,21.1,8.4,16.8,21.2,19.6,7.2,0.3,25.8,2.7,30.6,1.3,7.5,6.4,20.2
"5","01009",31944.75007194,441.796299744402,59077,22.9,6,19.4,18.2,10.2,18.3,23,17,5.3,2.2,14.3,0.9,23.9,2.3,4.8,1,16.9
"6","01011",29599.1479473277,522.85050348567,10328,47.4,3.7,23.3,26.6,12.2,16.6,21.1,11.2,16.3,1.8,79.4,4.1,42.4,0.8,10.4,7.1,38.4
"7","01013",34861.1769664401,695.432274379642,18981,33.8,6.8,22.5,12.4,11,21.2,22.3,16.2,7.2,0.1,49.1,0.8,21.5,0.6,5,1.8,21.4
"8","01015",36097.0024620788,587.971970179577,116162,28.7,6.9,23,14.9,10.8,17.9,21.2,20.2,6.9,0.5,29.5,3.7,14.6,1.7,5.6,3.2,16.6
"9","01017",31593.0891020455,496.937478331214,34612,28.8,3.6,23.1,16.5,10.8,19.7,20.8,20.8,5.6,0.3,45.7,7.2,13.6,5.3,7,1.8,21.4
"10","01019",27137.1015995852,355.020144401452,25069,25.6,4,19.9,18.1,10.2,23.2,18.9,20.3,4.6,0.9,9.3,1.2,26.9,0.7,3.2,1.2,21.8
"11","01021",28961.0101905184,489.587948604342,45140,22.8,5.3,16,17.8,11.5,16.8,23.7,19.4,3.8,2.1,20.9,0.5,30.6,2.6,3.3,1,18.6
"12","01023",17838.8191648907,307.838029836609,12669,31.9,5.2,19.3,17.6,8.2,23.3,19.9,23.6,6.5,0.3,43.5,0.9,33.4,0.6,5.7,1.3,30.5
"13","01025",37427.3570994883,464.047185358661,23058,29.7,12.5,20,18.6,9.5,20.4,22,19.6,7.8,0.1,48.8,1.4,25.2,1.4,10.6,1.6,29
"14","01027",36758.3925680907,661.552537124358,14209,29.1,5.7,20.6,16.7,8.1,20.8,20.5,19.6,5.6,0,19.9,0.7,23.9,2.1,6.4,1.8,24.9
"15","01029",29450.6075013207,482.039091389329,15144,27.7,2.6,17.8,17.5,10.1,19.6,22.8,21.4,4.9,0.4,7.8,0.3,31.5,2.6,6.8,1.1,26
"16","01031",32409.1189155884,459.306559121716,53559,26.2,4.8,20.6,13.4,10.9,17.1,23.7,18.3,8.8,1.7,31.2,1.6,13.3,2,4,1.3,14.8
"17","01033",37744.0195564868,487.166055526454,57270,23.1,3.4,22.9,13.6,7.9,20,20.9,17.3,6.3,0.9,22.3,3.1,8.4,1.4,4.7,0.9,23.8
"18","01035",31565.3075328265,656.530753282654,11576,38.6,4.4,17.9,10.6,8.6,23.4,20.5,20.9,5.6,0,50.3,1.3,26,0.7,7,0.5,33
"19","01037",36838.0288508084,619.614677122664,10329,22.2,4.4,15.3,16.5,6.2,24.4,16.1,25.6,4.7,0,35.8,0.1,30,3.7,3.8,3.5,21.5
"20","01039",31657.8765116403,708.539768792285,37542,30.1,5.5,20.9,14.2,10.3,21.7,21.9,20.8,7.2,0.1,17.5,1,20.4,1.6,6.4,1.9,21.7
"21","01041",36092.3892464975,840.590685346459,13205,28.4,6.1,20.7,17.9,8.5,19.8,22.9,16.9,5.3,0.5,30.1,0.4,26.2,1.1,7.3,1.9,34.6
"22","01043",35932.8983734312,453.083231389607,88284,23.3,4.3,18.6,15.4,10.6,18.8,22.3,18.2,5.8,0.8,9.2,2.7,20.1,1.9,2.9,1.4,15.3
"23","01045",33798.4025882115,495.399858457183,49455,29.6,7.8,23.3,14.3,10,17.5,23.1,20.8,7.5,0.9,32.7,1.7,18,0.7,5.2,1.8,17.2
"24","01047",28959.4531127694,678.390648645827,38326,40.8,9.1,28.4,14.7,9.5,19.4,23.6,19.8,8.7,0.2,73,1.7,17.4,1.4,14.6,1.5,23.9
"25","01049",31618.3035714286,484.095982142857,71680,33.6,3.9,20.6,22.3,14.6,17.3,23.9,15.4,5.5,4.7,20.9,1.1,22.8,3.4,4.2,1.5,17.1
"26","01051",34299.9521061874,415.079708988072,87694,18.7,4.2,18.5,11.5,8.2,15.8,21.7,15.2,6.9,0.7,27.6,3.2,16.3,1.3,4.3,4.9,11.7
"27","01053",34142.2935655013,492.450006801796,36755,38.3,9.2,22.4,17.7,12.3,18.6,22.7,20.3,6.3,0.4,39.8,0.7,20.4,0.5,6.1,6.9,28.6
"28","01055",33287.5333823586,673.452800247707,103348,27.2,6,22.1,13.9,11.7,19.4,21.4,17.4,6.9,0.9,22.9,3.1,10.7,1.7,4.2,1.5,16.4
"29","01057",36503.6509787078,613.60986684666,16297,34.5,9.6,19.7,16.3,10.1,21.2,21.1,23.5,4.8,0.1,16.1,2.6,18.9,1.1,10.7,2,26.6
"30","01059",38261.8474899253,481.084627159414,32011,33.3,3.8,16.6,19.9,12.5,17.1,24.7,17,6.9,4.2,24.8,2.2,15.5,1.6,9.2,0.9,37.8
"31","01061",30025.8940968964,652.981573910759,26647,32,3.9,18.9,16.6,12.1,20.3,21.9,23.9,4,0.6,19.2,0.4,25.5,1.6,6.8,1,25.4
"32","01063",30508.6945237477,700.75266026473,7706,50,4.5,25.1,18.1,13.9,23.7,22,28.2,6.7,0,82.9,3.5,34.2,0.3,13.2,1.7,43.7
"33","01065",39295.8892958893,746.16741283408,14742,35.9,7.6,28.6,19.4,7,19.7,23.4,25,3.3,0.2,61.6,0.9,38.2,2.6,11.5,1.5,29.4
"34","01067",34226.3626895035,457.123018169194,17282,25.9,5.3,18.3,18.5,9.6,22.9,20.4,20.6,4.9,0.3,30.5,0.8,25.2,1.1,7.6,1.7,20.8
"35","01069",30781.0164424514,497.010463378176,107040,27.8,5,24,12.4,11.7,18.2,22.9,16.8,8.1,0.5,35.1,4.1,12.5,1.3,6.2,1.1,17.1
"36","01071",35166.6730016344,488.426013911589,52618,31,6,21.9,18,11,20.6,20.6,21.7,6.3,0.7,11.2,1.1,21.5,2.2,4.6,1.3,16.6
"37","01073",35809.6881438124,377.23219266212,672265,24.6,5.4,28.3,8.9,9,16.3,22.7,14.9,7.4,1,51.1,13.9,2.9,1.3,6.9,2.8,12.9
"38","01075",34706.517824991,532.949225783219,13885,26.7,5,17.3,17.9,7.8,22.1,21.8,22.4,4.1,0.1,14.3,2.5,20.3,1,5.7,1.2,29.4
"39","01077",32591.2497747246,448.430493273542,94329,24.4,3.6,20.8,11.2,9.5,20.1,19.4,15.3,5.7,0.9,16.6,7.1,8.6,0.9,6.1,2.7,19.4
"40","01079",28647.7835487378,546.563594637033,33116,27.2,3,16.9,17.3,9.1,18.6,21.7,21.4,3.3,0.6,23.7,1,26.8,1,5.1,0.8,29.8
"41","01081",27458.5155830659,212.989504699474,175126,27,3.8,27.3,8.3,8.6,12.7,20.9,13.2,6.4,1.3,33.1,12.7,14.6,2.2,4.8,4.2,13.9
"42","01083",31181.6812061536,310.943483142833,104199,18.4,4.1,16.7,12.7,8.2,15.4,22.1,14.3,5.3,1,25.3,3.6,10.4,1.7,3.1,2.9,12.1
"43","01085",33586.1321776815,797.793755540235,10153,45,7.5,36.2,16.7,8.9,19.4,22,22.4,10.5,0,75.4,0,35.7,1.7,11.1,1.4,38.5
"44","01087",27799.7708094593,468.798833211793,19198,36.7,12.5,24.7,17.3,11.1,20.2,16.6,18.4,10.1,0.4,83.9,5,19.1,1.4,10.8,13.6,28.6
"45","01089",30089.4604919173,274.000015393259,389781,17.8,4.2,21.4,7.8,7.8,15.4,21.5,13.5,6.9,1.1,36.5,10.2,3.8,1.3,4.1,2.8,9.8
"46","01091",31897.8102189781,604.796663190824,19180,32.5,2.8,22.1,10.9,9.3,19.9,22.7,22.6,7.7,0,55.5,2.1,28.5,0.3,8.6,1.4,22.6
"47","01093",34958.7371160497,551.313221244393,29203,30.1,6.5,21,19.4,11,20.9,21.1,25.7,3.4,0.3,9.2,1.4,21.7,2.7,5,2.2,24.3
"48","01095",33941.974816948,419.717533163813,97923,26.6,3.8,20.6,15.6,11.1,17.2,25.2,14.1,7.6,3.4,20.9,1.9,13.2,1.6,4.8,1.3,12.6
"49","01097",32821.2661702241,437.326941755783,413878,28.3,5.9,28.3,11.9,11.3,16.7,23.2,13.8,7.9,0.9,44.2,10.1,7.2,1.9,6.7,1.9,16.7
"50","01099",34295.5187727089,444.085587404118,19816,34.2,12.2,21.6,16.3,11,21,21.1,16.4,5.4,0.1,46.3,1.4,20.5,1.9,6.3,1.3,38.6
"51","01101",32710.4483369277,445.356197289289,228132,30,6.8,30.4,12,10.6,15.6,23.6,16.4,12,1.4,68.4,9.1,3.8,2.4,6.9,3.5,13.1
"52","01103",38151.2891748306,450.033305713961,123102,23.4,4.2,19.1,14.8,11,17.9,22.9,16.7,5.8,2.5,25.7,5.1,10.3,2.5,5.1,1.7,18.4
"53","01105",31855.1716004245,577.89833706805,8479,49.2,15.7,26.4,20.4,6.6,20.5,21.1,25.2,12,0,71.6,0.5,29.4,0.4,10.4,10.9,34
"54","01107",34451.78335535,644.649933949802,18925,33.6,5.3,22.1,15.1,8.5,19.4,19.3,24.1,8.1,1.8,46.4,2.3,24.3,1,7.8,8.9,24.8
"55","01109",28290.4506470285,436.403309391763,32997,34,4.9,30.5,12.1,8.9,15.3,18.9,15.1,7.7,0.8,44.7,5.4,24.4,0.9,6.7,7.2,23.9
"56","01111",29726.317687903,360.701564543036,22179,27.2,3.2,18.7,18,8.4,20.9,20.9,19,7.5,0.2,25.4,0.9,27.1,1.2,5.3,2.6,19.8
"57","01113",22348.7230029397,171.625686077928,58849,32,6.5,33.1,14.8,11.7,14.9,24.1,21,10,0.6,55.9,4.8,13.2,1,8.8,1,25
"58","01115",36665.2492940394,482.996979906018,91719,16.5,4.3,17.9,12.7,8.2,17.4,22.3,16.3,5.4,0.1,15.4,1.1,21.6,1.7,3.3,2.2,10.4
"59","01117",35186.4091891602,217.938869933368,223916,11.6,3.1,18.9,6.2,6.4,16.2,22.8,12,5,1.3,24.1,7.1,7.8,1,2.6,1.6,7.1
"60","01119",26451.2955067235,450.967530337815,12196,44.1,8.2,26.9,11.2,9.7,18.6,18.9,20.3,10.9,0.5,74.8,2.1,31.9,1.3,7.7,11,30.1
"61","01121",35529.2522039332,495.653782134271,81105,29.7,8.4,23.4,16.8,9.4,18.6,20.7,21.5,9.2,0.6,37.7,1.9,25.6,1.7,7.7,4.6,16
"62","01123",35742.1638263315,618.166832319216,41251,27.4,10.4,19.9,18.1,9.5,22.3,20.4,20.8,8.8,1,31.4,3.9,16.7,1.4,6.9,1.9,20.1
"63","01125",31107.1092339716,370.533516440805,231558,25.9,5.5,27.3,9.4,6.7,13.6,20.4,12.5,7.5,0.7,39.5,16.9,8.9,1.7,5.7,5.7,13.7
"64","01127",37703.5304256826,741.789528763581,64978,28,5.7,18.1,17.3,12.1,19.6,22.2,24.3,6.1,0.5,12.4,0.8,28.6,1.4,4.7,1.6,19.6
"65","01129",28651.0301930802,395.231307502916,15434,30.2,6.3,15,11.7,9.2,19.8,20.6,15.6,5.2,0,34.7,0,27,1.3,4.1,0.9,28.3
"66","01131",35638.3488171631,459.726079877407,10441,44.2,10.7,24.1,22.3,9.4,20.8,23,21.2,11.2,0.5,72.6,0.1,37.7,2.7,13.6,2,27
"67","01133",40279.010779962,604.523356584232,23655,29.4,4.4,18.6,20,11.3,21.7,20.2,22.5,5.7,0.9,7.7,1.1,30.3,1.3,5.3,1.7,22.8
"68","02013",23334.3117111829,58.7026709715292,3407,23.7,4.4,15.7,19,39.7,11.6,12.2,10.4,6.7,14.5,84.3,3.6,6.9,5.1,25,36.3,42.3
"69","02016",22494.7307913393,57.4822762981414,5219,15.4,3,12.6,10.5,17.2,6.3,17,7.5,3.7,10,76.6,19,2,10.2,9.9,29.1,22.3
"70","02020",41926.6945100009,209.857090761472,290674,15.8,5.2,24.6,5.8,10.5,12,23.9,11.2,6,2.1,44.8,11.8,3.9,4.5,5.7,2.6,6.3
"71","02050",71987.269392599,258.92760815622,18538,39.5,16.2,17.2,17.3,14,7.7,34.8,11.5,8.2,1.3,91.2,4.8,3.8,33.7,61.9,6.1,22.7
"72","02060",0,0,854,10.5,2.7,7.4,5,19.1,12.6,19.1,14.9,2.2,0,55.6,2.3,6.5,4.6,10.2,15,22.2
"73","02063",31171.4285714286,171.428571428571,7000,10.6,8.8,20.1,5.5,14.7,13.2,21.7,15.9,5.4,1.7,29.5,10.1,15.6,5.6,5.7,3.6,11.1
"74","02066",48508.0336648814,420.811017597552,2614,21.4,6.5,13.3,7.6,19.6,17.2,26.5,19,6.1,0,47.6,1.1,8.2,2.4,7,0.9,22.5
"75","02068",23227.0347453594,47.5963826749167,2101,9.3,1.9,15.6,3.3,3,14.1,12.9,11.5,1.3,0.4,24.8,3.2,6.7,4,3.2,42.6,17.1
"76","02070",46765.5541821179,267.82035434693,4854,27.3,11.3,16.9,11.9,18.1,11.7,30.2,11.3,11.6,1.7,85.7,3,1,28.1,36.2,8.5,24.3
"77","02090",33731.3990799489,176.533505020821,96299,13.4,5.5,24.6,5.3,8.6,11.8,23.8,12.6,5.6,0.8,32.2,8.5,2.6,4.8,4.8,4.2,10
"78","02100",38720.5387205387,48.1000481000481,2079,15,4.3,24.4,2.3,9.1,21.6,30.2,15.1,1,0,27.2,1.6,6.7,5.2,9,2.8,16.3
"79","02105",40704.1648776299,214.68441391155,2329,24.2,14,15.7,6,19.5,24,13.3,19.9,2.1,0.6,50.3,1.1,5.7,2.3,33.1,6.7,39.2
"80","02110",35685.810389934,87.2056808272082,32108,12.3,4.5,20,4.6,6.9,14.8,20.6,11.5,4.9,1,38.2,14,7.8,2.9,9.6,1.9,8
"81","02122",36237.0220308939,209.335696800878,59235,19.1,7.2,22.3,5.8,12.7,18.6,22.1,15.5,4.3,0.4,22,2.5,4.2,4.4,4.8,2.7,14.2
"82","02130",36096.3335729691,194.104960460101,13910,16.6,4.1,25.6,5.3,9.4,16.7,21,14.1,4.6,0.7,38.1,11.6,3.3,3.9,11.8,2,10.4
"83","02150",43781.0945273632,99.5024875621891,13065,15,5.7,16.6,8.8,12.9,12.3,24,9.2,4.4,7.2,54,10,4.1,11.8,8.9,3.2,9.4
"84","02158",60069.2785475393,179.168657429527,8372,53.1,20.9,16.1,18.6,14.1,6.1,41.2,13.7,17.4,0.3,96.9,0.4,1.2,40.7,85.9,4,23.5
"85","02164",95195.1951951951,100.1001001001,999,26.9,14,8.9,9.2,31.5,9.2,25.5,13.7,10.7,0.7,82.9,0.1,0.8,15.3,42,13.7,25.2
"86","02170",37257.1575818371,252.160388731928,108661,16.6,7,24.3,5.8,13.3,12.9,26.1,13.9,5.7,0.7,23.3,2.2,2.8,5.3,3.7,2.2,8.9
"87","02180",76372.5294469954,69.8742263924935,10018,35.7,16.5,19.8,11.8,14.7,7.5,34,9.9,9.8,0.3,86.1,3.2,0.6,31.3,57.2,6.8,17.2
"88","02185",45606.0051263274,137.31233980227,10924,12.7,6.8,16.4,9.3,15,7.6,22.8,11.4,12.2,1.4,68.7,12.1,0.9,25.6,36.5,35.4,35.6
"89","02188",76464.4623795887,286.383754230669,7682,31.3,15.5,15.4,13.9,19.2,7.9,36.2,10.3,9.9,0.3,90.4,4.7,1.6,32.7,65.3,6.7,15.3
"90","02195",26733.8470657973,237.1072910492,3374,12.4,4.4,21.1,13,9.6,25,18,19,3.5,6.8,45.4,3.6,8.6,1.6,12.6,3.9,17.6
"91","02198",31695.1198482497,172.443524745646,5799,25.6,7.5,15.8,7.5,18.9,19.3,21.5,21.3,6,0.3,56.3,3.4,16.9,4.9,8.3,2.1,26.7
"92","02220",40167.8090285984,118.175372252423,8462,11.7,5,21.3,4.8,12.3,16.2,20.2,14.2,4.5,0.9,40.1,6,9.7,1.3,10.5,3.5,12.5
"93","02230",19570.2225633154,0,1303,13,11,12.9,7.3,9.7,13.8,15.9,14.3,4.4,1.1,23.5,1.2,8.9,3.1,6.3,17.7,11
"94","02240",33783.3914053426,304.878048780488,6888,22.2,6.6,17.3,6.3,16.4,14.2,26.8,19.1,3.6,2.2,28.2,2.7,4.4,6.2,5.7,6.3,24.8
"95","02275",37300.8434864105,93.7207122774133,2134,16.6,3.4,19,12.9,16.5,27,22.1,23.1,4.4,0.1,44.4,1.7,8.2,1.4,6.3,2.6,18.2
"96","02282",0,0,564,15.5,1.8,6.1,6,23.2,24.6,18.6,9.6,1.3,1.5,69.3,1,1.7,5.2,12.6,15.1,17.3
"97","02290",33650.7936507936,280.112044817927,5355,35.4,11.1,15.2,13,21,16.2,27.2,17.8,9,0.1,78.2,0.6,2.2,14.5,46.9,8.5,51.7
"98","04001",57428.7703999758,979.501619886759,66054,47.1,9.5,12.9,16,23.6,15.8,26.5,14,8.7,4.8,81.8,0.6,23.2,12.5,12.7,2.2,52.5
"99","04003",31600.5864354921,517.911779704233,125504,27,6.8,23.1,11.1,7.7,23.2,21.1,17.9,6.3,3.7,46.3,6.4,20.1,2.5,6,4.8,14.7
"100","04005",37118.966172558,369.026640406344,144705,26.7,7,28.7,8.5,11.2,13.4,19.9,12.7,4.3,2.1,47,9.7,13.1,7.1,5.4,8.8,17.5
"101","04007",40513.6749096763,791.853085980643,53419,30.6,6.9,24.2,12.9,9.8,29.6,19.4,21.2,3.6,0.6,38.8,1.2,19.8,4.4,6.9,2.3,23.7
"102","04009",37063.428081034,496.710269679869,38453,25.9,6,20.7,15.4,8.5,14,26.3,12.9,6.9,1.5,49.6,2.9,19.6,5.9,4.9,8.3,17.5
"103","04011",29568.7018875883,432.352631023938,9483,16.5,3,10.8,14.1,2.3,13.7,27.3,12.5,9.2,0.9,55.3,2.8,21.4,4.1,2.7,0.9,14.3
"104","04012",36886.277801091,971.164798273486,16681,30.9,10.7,20.7,17.4,15.2,40.5,16.2,23.2,6,5.1,43.9,0.5,55.6,9.2,4.8,1.1,28.8
"105","04013",34876.8898936574,428.899870928311,4430871,19,4.8,26.6,10.8,11,15.6,23.1,11.7,6.4,4.4,46.8,15.8,4.9,4.4,5.2,1.4,8.7
"106","04015",31753.4040676099,789.342245914419,214229,27.1,7.5,25.9,12.2,9.1,31.3,16.5,22.3,4.9,1.5,24.5,4.2,25.1,3.1,4.4,1.7,14.3
"107","04017",46008.7760246476,913.080011203435,107110,38.8,9.7,18.8,14.4,14.5,19,25.9,17.9,7.3,2.4,58.1,1.4,19.9,9.3,8.5,2.7,30.3
"108","04019",31027.7409767717,418.556149168307,1042393,24.1,5.9,28.5,10.5,9.1,20.4,20.2,15,6.1,3.5,49.9,14.1,9.9,3.5,7.2,2.8,10.1
"109","04021",36602.8365848368,423.687744901208,433338,20,6.4,22.8,11.5,9.6,20.8,22,16.1,5.4,2.8,45.2,2.2,17.3,4.1,3.5,4.8,9.3
"110","04023",41949.9142940759,514.235544964255,47838,33.4,9.8,27.5,22,14,18.5,26.3,12.9,7,21.6,84.9,2,7,6.1,6,0.6,17.3
"111","04025",25701.9719968044,598.326535760837,237830,21.4,4.9,25.9,7.9,10.9,32.7,15.8,18.1,3.2,1.5,21.2,4,16.8,2.3,3.9,2,10.4
"112","04027",35278.9493771223,617.495376124165,204374,31.7,8.3,26.8,23.8,13.5,19.7,25.1,12.9,8.8,13.9,70.8,4.2,28.9,10.2,5.3,3.3,15.7
"113","05001",41118.4210526315,575.657894736843,17024,27.7,6.5,21.7,14,6.3,19.9,22.9,20.9,3.9,0.3,31.8,2.6,13.4,2.6,9.7,1.5,24.7
"114","05003",33447.260490062,446.944999474182,19018,37.6,6,22.9,14.1,8.4,21.1,22.6,22.9,5.1,1.3,32.4,2.2,20.2,1.4,8.9,0.9,25.2
"115","05005",26453.9125858233,677.017296236932,41801,28.9,5.1,24.1,10.4,6.5,31.1,17.6,26.1,3.5,0.1,8,3.1,13.6,2.1,4.4,1,17.6
"116","05007",28168.2767478222,355.288139379048,286528,14.9,2.9,17.2,9.9,9.4,13.6,25.7,10,6.3,3.7,35.4,8,4.3,3.7,2.8,1,8.8
"117","05009",30614.4124050768,539.004832457118,37662,22.9,4.4,21.6,9.4,7.4,20.8,22.7,20,3.8,0.2,7,2.7,9,0.8,5.5,1.2,14
"118","05011",35140.0439728516,554.440302074371,10461,33,5.6,23.7,14.2,12.5,18.5,24.5,20,5.5,1.1,45.5,1,16,2.5,8.6,1.8,27.4
"119","05013",25790.907186256,314.267756128221,4773,21.1,9.1,9.9,14.7,8.1,21.4,18.7,24.5,4.2,1.2,28.6,0.4,34.7,0.1,3.3,3.7,23
"120","05015",26338.0579648826,430.153021648684,28362,26.3,3.1,23.4,14.2,12.4,23.1,22,13.9,3.6,4.4,26.8,2.1,11.5,4.5,5,1.1,17.9
"121","05017",30642.9548563611,625.366425640023,10234,43.1,10.9,27.4,20.4,9.8,21.3,21.9,24.4,9.2,1.1,61.4,4.3,14.8,2.5,11.4,7.2,25.4
"122","05019",30075.9234244725,433.182728585402,21469,31.7,4.1,24.3,10.3,9.3,16.2,19.4,21.1,8.1,0.5,32.4,7.1,16.9,2.8,6.3,12,22.3
"123","05021",36396.7806287404,722.294833872189,14537,28.7,5.6,21.1,15.7,8,22.1,20.9,20.4,5.7,0,5.9,0.7,12.4,1.1,5.9,0.6,23.2
"124","05023",32900.4329004329,585.217251883918,24948,26.8,6,18.3,12.1,7.2,27.4,18.9,22,3.9,0.3,7.6,0.2,20.8,2,3.1,1.3,18.6
"125","05025",36274.5098039216,556.43879173291,7548,31.8,0.8,19,8.1,3.5,20.8,20.6,22.4,8.2,0,16,0.1,26.7,1.1,7,1,25.4
"126","05027",31276.6988153433,466.816400229004,22707,31.3,3.2,22.3,11.7,7.4,17.2,21,18.8,8,0.6,40.9,3.3,19,4.1,4.2,8.7,24.3
"127","05029",33269.1752478106,399.384082378982,20782,33.8,7.1,20.3,10.8,7.3,19.5,22.5,24.4,8,0.9,19.5,1.7,18.3,1.6,7.5,0.9,22.9
"128","05031",43051.928168735,345.827554530881,111038,28.9,5.9,25.3,9.8,8.6,13.6,24.9,18.4,9.7,0.9,27,7.9,5,2.2,6.8,3.1,14.4
"129","05033",31429.373029888,483.554205931379,60593,28.1,5.3,20.6,14.5,8.9,17.2,24,19.1,8.3,1.4,18.4,3,11.3,3.5,4.8,1.2,18.1
"130","05035",35198.6651371363,511.002190009386,47945,32.5,10.4,29.6,14.4,8.6,14.6,27.1,17.5,12.1,0.4,59.8,6.1,6.2,2.7,9.6,1.4,15.9
"131","05037",35282.5815653414,629.939977417246,16827,34.3,8.1,26.9,16.5,7.4,18.5,24,19.1,12.9,0.6,27.9,1.5,17.4,5.2,9.3,1.2,21
"132","05039",33668.108776267,648.949320148331,6472,21.8,6,14.6,11.6,5.4,24.5,20.3,28.2,4.6,0.2,48.1,3.7,18,1.9,7.7,6.2,29.2
"133","05041",32308.3739477182,381.036774479397,11285,44.7,5.2,26.7,21,8.9,19.2,25.3,20.4,11.8,2,56.4,2.9,10.4,4,14.6,0.9,27.6
"134","05043",33531.6887168525,473.741983938991,17309,33,3.2,20.5,12.6,4.7,17.8,23,19,6.5,0.9,35,5,24.6,1.6,7.6,4.8,23.7
"135","05045",35198.3372254456,295.319032830168,124611,25.8,3.3,27.7,7,7.8,13.3,22.6,14.1,5.6,0.7,21.1,11,11.2,2.1,4.8,4.1,9.7
"136","05047",27371.7948717949,495.337995337996,17160,33.9,5.1,21.6,13.8,6.7,19.9,22.6,24.2,4.8,0.3,11.7,1.1,12.8,2.6,5.6,2.1,25.4
"137","05049",27070.5080850365,870.06484445539,12183,39.9,1.7,26.2,13.1,10.6,25.5,21.1,23.7,5.3,0.1,7.1,0.6,24.9,4.4,5.4,1.5,38.1
"138","05051",27860.1493686326,579.87822557263,100021,26.4,5.7,25.7,9.4,9.2,24,19.8,22.1,8,1.4,19.2,7,14.1,2.5,6.2,1.8,17.8
"139","05053",30656.9748085673,371.767839307513,18022,19.9,3.3,19,7.4,6.1,18.2,21.7,19.6,6.6,0.1,8.8,3.5,25,1.4,2.4,0.9,16.3
"140","05055",44002.6983505244,426.513469991731,45954,28.6,7.5,22.9,12.1,9.1,16.2,24.1,20,7.2,0.2,9.5,3.9,12.3,2.4,4.9,1.6,15.5
"141","05057",29465.4888456356,404.252133552927,20037,32.8,4.4,20.8,16.1,11.3,18.3,25.2,20.1,7.2,3.7,46.7,1.6,21.3,1.8,7.8,1.9,22.4
"142","05059",40620.0006037007,488.997555012226,33129,30,4.6,19.6,11.5,7.7,19.2,19.6,24.7,6.1,0.1,18.2,1.2,22.2,2.8,5.9,6.8,24.2
"143","05061",36951.2481414821,508.646998982706,12779,28.6,6.4,24,11.6,12.4,18.1,25.9,18.4,10.8,2.8,37.4,0.8,17.3,3.7,4.4,1.5,23.8
"144","05063",34426.272751253,609.337905565813,37910,30.1,5.2,23.2,13.2,10.1,17.4,23.8,19.6,5.2,1.1,15.1,2.5,24.8,3,6.1,2.7,31.9
"145","05065",35132.382892057,589.176607506547,13748,34.2,7.5,21.6,16.8,6.8,25.4,17.3,26.2,4.5,0,12.2,0.9,14.2,1.6,7.2,8.2,36.6
"146","05067",44316.0152526216,464.728312678742,16784,36,10.9,22.5,13.7,8.4,17.8,19.5,23.2,7.7,0.1,24.1,0.9,9.6,0.4,8,13.7,23.9
"147","05069",33544.9846117071,475.094869573012,66934,31.9,7.8,27,10.9,6.2,17.7,21.5,19.1,9.9,0.7,62.2,6.9,12,1.7,7.7,9.1,24.5
"148","05071",32486.0173577628,405.014464802315,25925,37.7,4.8,27.2,19.5,8.2,16.7,24.7,20.6,7.2,3.6,22.6,1.8,11.8,3,5.2,2.9,30.3
"149","05073",25266.8472200095,493.866496734108,6277,36.6,8.7,19.6,18.9,9.3,24.2,19,21.7,3.3,1.2,42.2,0.7,29.8,1.7,7.4,1.8,32.6
"150","05075",40521.5893713864,535.121171115758,16258,33.2,6.7,18.2,17.7,8.8,18.8,22.5,23.4,7,0.2,7.1,2,11.7,2.2,5.5,3.5,19.9
"151","05077",38749.1345488114,796.215093468728,8666,40.1,14.3,31.1,16.5,7.6,19.7,18.6,24.8,12.1,1,59.4,1.4,9.2,2.2,21.7,17.4,24
"152","05079",42486.1708666257,537.79963122311,13016,28.7,4,20.7,16.5,8.2,15,14.7,17.8,6.9,0.4,37.2,1.1,29.9,1.7,4.8,35.5,41.8
"153","05081",33341.6500332668,914.836992681305,12024,25,8,14.1,9.4,4.9,21.1,22.1,18.3,5.6,0.1,28.3,0,19.2,2.4,4.9,1.4,26
"154","05083",29293.5473243281,442.415399821151,21247,29,5.5,17.2,11.8,6.7,20,21.1,22.1,5.8,0.4,11.4,1.5,12,2.4,5.2,2.8,22.6
"155","05085",32618.586119636,362.084746675281,74292,19.7,4.5,20.9,10.1,7.5,14,25,16.2,8,0.6,15.7,2,13.5,1.8,4.9,1,13.4
"156","05087",29676.764055685,400.310688892872,16737,30.1,4.8,16.5,15,10.4,19.5,23.4,19.8,6.3,0,24.2,1.1,18.2,3.5,3.2,0.5,16.6
