"","fips_code","total_cases_per_100k","total_deaths_per_100k","E_TOTPOP","EP_POV150","EP_UNEMP","EP_HBURD","EP_NOHSDP","EP_UNINSUR","EP_AGE65","EP_AGE17","EP_DISABL","EP_SNGPNT","EP_LIMENG","EP_MINRTY","EP_MUNIT","EP_MOBILE","EP_CROWD","EP_NOVEH","EP_GROUPQ","EP_NOINT"
"1513","29073",27971.0830349301,783.730828998041,14801,20.1,2.1,16.1,11.1,8.1,22.6,20.7,17.5,5,0.2,5.6,0.8,12.3,2.8,6,1.7,17
"1514","29075",42386.2357292169,594.950956745457,6219,27.2,2.9,21.8,12.4,11.6,18.7,25,15.6,3.9,0.1,5.3,2.4,7.7,2.1,5,3.3,20.2
"1515","29077",28839.3919542228,393.39813094108,299188,25,3.9,28.5,6.9,11.9,16.8,20.8,14.9,4.8,0.5,14.1,14.9,2.3,2.4,7.1,3.7,17.6
"1516","29079",32152.2575420126,769.386515488966,9878,25.8,4.1,21.9,14.6,18.4,21.7,25,14.6,4.3,0.9,6.8,3.7,4.6,1.5,11.1,3.4,24.5
"1517","29081",30317.4603174603,439.56043956044,8190,30.7,2.3,21.8,9.2,7.4,22.1,24.1,21.1,5,0.2,6,2,8.1,1.3,6.4,2.2,17.5
"1518","29083",32374.0029006526,435.097897026831,22064,25.4,6.7,23.8,10.9,10.7,22.2,21.8,19.7,6.9,0.4,7.7,1.7,10.5,2.7,5.1,1.3,15.5
"1519","29085",28939.8958826313,698.059630856602,8452,37.4,8.8,33.9,10.6,14.6,33.6,16.9,26.9,0.9,1,6.1,0.2,36.8,1.1,3.3,1.3,36
"1520","29087",30907.8146934956,795.507721104352,4274,22.8,3.9,17.4,6.4,10,25.6,20.1,19.6,5.6,0.1,5.3,0.9,9.8,0.6,3.3,2.4,24
"1521","29089",29451.7846578584,384.539538552554,10142,22.1,4.5,18.5,11.5,9.8,19.3,21.9,16.4,4.9,0.4,12.7,0.7,14.5,1.3,3.2,7.9,15.7
"1522","29091",27927.9279279279,585.585585585585,39960,36.5,5.5,23.8,13.8,15.8,19.6,24,19.2,5.7,0.2,7.1,2.7,14.6,1.8,7.5,1.6,19.2
"1523","29093",28465.0870203397,555.672048647515,9538,27.9,3.3,22.3,13.7,11,22,20.9,22.9,7.6,0,7.7,1.8,12.3,1.7,5.8,3.8,21.8
"1524","29095",36463.8042502998,384.332644795577,715526,22.6,4.9,28.7,8.3,11.6,15.4,23.3,12.9,7.3,1.6,38.9,15.2,0.9,2,7.9,1.5,11.7
"1525","29097",33688.1454213767,481.317392579079,122788,29,4.1,24.5,11.7,13.8,15.8,24.6,15.8,6.8,1.2,17.7,5.8,6.2,2.2,6.5,1.8,12.6
"1526","29099",30265.1288196525,335.706481514115,226984,14.6,3.8,19,8.8,7.9,15.7,22.8,13.7,6.4,0.3,9.8,3.3,10,1.2,3.2,0.9,9.7
"1527","29101",27577.9731605738,285.053216103656,54025,21.8,4.8,24.3,7.6,10.1,12.8,21.7,12.7,5.1,0.5,15.6,3.9,8.6,1.7,4.3,7.6,10.4
"1528","29103",32264.0509013786,424.178154825027,3772,28.9,2.1,20.4,14.8,25.3,20.8,23.8,17,3.5,0.1,6,0,9.2,0.5,2.7,3,37.3
"1529","29105",27018.8574597892,546.311702717693,36060,30.1,5.9,22.6,12.7,11.6,18,24.7,18.2,8.1,0.4,8.9,3.7,16.7,1.6,6.8,0.9,24.2
"1530","29107",28370.5642461501,459.553229046198,32858,17.7,2.4,14.1,8.3,8.4,19,23,16.1,4,0.6,9.2,2.8,7,0.6,3.4,2,16.8
"1531","29109",24715.5449765897,496.978891475504,38231,28.4,5.2,23.8,14.2,14.5,17.9,25.2,16.5,5.2,1.2,12.7,1.5,10.9,3,6,1.5,16.3
"1532","29111",34564.9344147391,480.624812255933,9987,27.7,5.9,19.3,13.6,8.2,18.7,21.5,14.2,3.8,0,8,2.5,12.8,2.1,5.7,8.6,24.8
"1533","29113",31105.8299541315,272.552017549691,60172,18.6,3.4,18.2,9.3,8.7,14,25.2,14.4,7.2,0.3,7.7,1.8,14.7,1.6,4,1.2,9.9
"1534","29115",26681.8028927009,672.72115708039,11892,25.6,2.8,15.1,9.6,8.8,21.4,23.5,14.1,4.3,0.2,5.9,0.6,6.2,1.1,5.4,1.3,25.1
"1535","29117",31252.6038050271,756.839327871129,14402,21.6,3,17.4,12.5,10.7,19.8,21.8,14.5,7,0,8.1,2.2,6.6,0.7,6.2,9.4,27.8
"1536","29119",26739.6604080236,342.158162610667,23381,35.2,5.9,23.4,20.7,20.7,15.2,25.5,14.1,7.1,4.9,30.3,1.2,24.2,6.5,5.6,0.7,26.7
"1537","29121",28412.3113425163,454.755157187109,15173,19.7,3.8,20.6,8.7,11.7,22,23.2,16.4,4.5,0.5,7.5,1.3,9.5,1.6,5.6,1.6,24.3
"1538","29123",34413.7876511977,474.345798086805,12649,20.5,5.1,19,11.8,15,19,23.9,22.6,6.4,0,6.2,2.2,14.6,1.8,4.9,1.7,20.1
"1539","29125",23491.8381831086,496.80624556423,8454,23,5.6,24.8,13,10.4,22.1,20.5,22,2.1,0.5,6.6,1.2,17,1.5,5.9,1.1,24.4
"1540","29127",34825.5915863278,480.280455740579,28525,25.3,2.9,18.9,10.3,7.8,18.2,23.1,15.4,8,0.1,10.3,5.2,5.3,1.1,7.8,5.1,13.6
"1541","29129",25931.1913562696,483.366505544498,3517,28,2.9,20.6,9,12.1,21.9,24.2,16.5,3,1,7.1,4.3,7.1,1.8,5.3,2.1,23.3
"1542","29131",28807.0810702072,519.01025950513,24855,25.4,4.6,19.3,10.9,10.8,19.2,23.3,17.3,3.9,0.2,5.9,5.2,10.4,2.3,4,1.3,19.8
"1543","29133",36326.6964648517,536.367330353515,12305,39.9,5.1,29.5,20.7,12.4,18.4,22.1,26.1,9.7,0.4,29.5,1.9,8.2,0.9,17,12.1,17.6
"1544","29135",28803.3244594507,396.07817674177,15401,18.6,3,17,13.6,16,16.2,25,13,5.2,1.4,11.1,1.5,9,3.8,6.6,8.4,23
"1545","29137",29118.5971389017,599.907706506691,8668,26.2,1.2,20.1,10,12.6,24.3,22.1,15.3,5,0.5,8.1,2,19.7,1.7,7.4,1.9,19.2
"1546","29139",27501.9700551615,551.615445232466,11421,25.3,3,19,12.3,9.8,20.3,22.3,19.9,6.1,0.1,7.3,1.5,12.1,2.3,3.8,2.6,21.2
"1547","29141",23553.309084038,609.381642968493,21169,30.1,3.5,23.7,20.3,24.1,23.3,22.7,21.3,4.3,0.7,7.1,3.4,16.4,3.5,11.1,2,27
"1548","29143",37714.9501254514,587.479346429227,16341,33.7,4,22.7,16.7,13.8,19.3,23.5,21.3,9.9,0.2,23.9,1.2,11.7,1.4,8,2.1,18.5
"1549","29145",23670.3434487199,379.538792592216,59019,25.4,4.2,20.1,10.7,13.4,18.6,23.6,14.4,3.6,1.5,17.7,3.3,13,2.7,5,1.9,15.1
"1550","29147",34701.9867549669,241.248817407758,21140,27.1,2.3,24.5,5.8,8.6,16.8,16.6,12.9,4.6,0.3,7.2,5.7,4.9,0.8,7,14.1,15.6
"1551","29149",28760.1047478083,478.196515996812,8783,39.6,4.5,24,14.2,19.6,22.7,23.1,22.7,5.3,0,6.7,0.3,16.1,3.2,3.9,1.5,28.5
"1552","29151",28704.9499027965,388.814116943323,13374,13,1,14.1,7.2,4.9,17.5,23,12.6,3.1,0.1,3,1.4,8,1.9,4.7,1.9,21
"1553","29153",23618.7845303867,736.648250460406,8688,37.8,6.2,20.4,19.1,16.5,28.8,19.3,26.3,2.7,0,5.7,0.3,17.4,2.2,6.4,0.6,24.8
"1554","29155",25310.1896496303,552.876888460302,15555,43.1,9.6,29.8,17.8,13,17.5,25.8,23.1,10,0.3,33.7,1.5,8.2,2.7,9.4,1.2,19.3
"1555","29157",33742.7517132314,274.117026884554,18970,19.3,5.1,22.2,14.4,7.1,19,23,13.9,3.4,0.7,6,2.1,9.4,1.6,5.4,1.8,16
"1556","29159",34996.1680484916,443.577417032445,43059,24.5,3.9,21.5,12.4,14.1,17,24.9,16.5,5.5,2.4,16.6,5.6,5.3,1.8,7,2.1,13.7
"1557","29161",29081.4619896082,590.950650045716,44843,27.8,4.2,29.1,8.2,9.3,16.5,21,16.5,7.8,0.3,13.8,7.4,8.4,1.6,6.6,7.1,11.7
"1558","29163",29911.394548225,366.837857666911,17719,25.3,4.8,17.5,13.6,9.2,18.3,22.7,16.4,7.8,0.6,11,2.9,14.2,2.3,7.8,10.4,17.3
"1559","29165",12083.1892967589,100.903459680659,107033,13.1,3.6,21.1,3.6,6.3,15.4,23.4,12.6,6.4,0.7,21.5,13.6,0.5,2.2,4,0.8,7.2
"1560","29167",31511.7482824607,382.721084167268,31877,28.2,3.6,24.5,12.1,14.4,18.1,22.8,16.1,5,0.5,7.6,1.5,12.7,2.4,5.6,4.8,21.1
"1561","29169",20245.3188400402,256.85887652161,53726,25,4.7,25.9,5.5,10.8,9.3,21.8,16.8,6.8,0.9,31.1,3.9,10.7,3.3,5.1,17.7,16.8
"1562","29171",25159.6424010217,553.426990208599,4698,17.9,4,16.9,6.6,12.9,25.3,22.6,15.2,5,0.4,5,0.1,11.3,2.6,6.8,2.2,27.8
"1563","29173",28862.495171881,289.687137891078,10356,20.9,5.3,19.6,8.5,8.1,22.2,20.9,16.6,4.1,0,6.8,0.7,16.3,0.8,2.9,0.9,15.9
"1564","29175",29336.3621612851,478.662988804154,24652,27.7,5.3,23.6,10.4,11,16.9,21.8,18.2,8.2,0.1,12.4,2.5,14,1.2,5.4,7.9,17.9
"1565","29177",27095.4069717153,441.138309834789,23122,21.2,3.1,17.1,10.3,10.3,18.6,22.6,14,5,0.1,7.1,1.3,4.8,2.1,2.2,1,15.9
"1566","29179",23041.625696493,442.477876106195,6102,28.2,10,18.2,21.3,12.9,23.5,18.6,31.4,4.7,0,7.8,0.7,17.6,1.6,6.1,3.1,24.3
"1567","29181",29836.7008026571,655.041978042254,10839,34.9,3.6,22.5,17.8,16.9,19.8,23.5,23.9,3.8,0,7.1,0.8,23.1,1.1,4.9,0.7,21.8
"1568","29183",29894.7477243749,264.115275364174,406262,8,3.1,17.2,4.6,4.3,16,22.8,10.9,4.9,0.5,15,7.7,2.6,0.9,3.3,1.6,6.2
"1569","29185",28274.3837084673,503.751339764201,9330,31.4,2.5,21.1,10.6,14.8,26.1,20.4,23.6,5.6,0.2,7.3,1.5,18.9,2.6,5.1,2.7,22.1
"1570","29186",26576.1868714177,227.100681302044,18494,18.6,4.8,15.3,8.5,5.6,20.6,21.3,16.6,5,0.2,5.8,3.7,11.5,1.2,3.2,2.1,18.5
"1571","29187",35733.5289011285,498.398539228305,66814,26.9,4.8,23,13.1,12,16.9,21.2,21.2,6.2,0.3,9.6,4.2,12.8,1.8,6.8,8.7,15.3
"1572","29189",29289.4989811974,358.706535841145,999703,15.6,4.3,24.4,5.8,5.9,18.4,21.9,11.8,6.9,1,36.9,11,0.3,1.2,6.4,1.9,8.6
"1573","29195",31323.4850768767,529.738576166071,23219,23,2.7,21.9,12.1,6.8,17.5,22.1,17.2,3.1,2.4,22.2,4.2,7.4,0.7,5.5,6.6,16.2
"1574","29197",22060.9936055091,639.449090014757,4066,18.3,2.3,14.5,7.6,17.2,19.2,25.9,19.8,2.6,0,4.6,0.8,11.7,3.2,7.2,1.1,36.1
"1575","29199",17923.7288135593,423.728813559322,4720,21.8,1.2,23.2,16.8,31.1,18.5,29.6,14.9,4.4,0,3.1,0.7,10,1.9,4.6,1.6,23.2
"1576","29201",36875.5748259098,451.977401129943,38055,27,2.9,23,13.6,11.2,18.3,24,18.3,8.2,0,18.1,2.9,10.6,2.5,7.4,1.5,15.2
"1577","29203",27047.1116096467,602.916432978127,7132,26,2.7,22.4,14.1,12.2,22.6,21.8,21.1,1.1,0,7,0,15.2,7.3,5.5,1.4,22.1
"1578","29205",34733.0137212762,297.569846255579,6049,34.7,1.1,17.6,11.5,10,21.5,24.2,14.7,4.9,0.2,5.4,3.8,12.4,0.4,5.6,3.8,21
"1579","29207",25321.049692909,530.429927414852,28656,29.5,4.3,18.4,18.5,12.8,20.1,21.9,21.6,6.3,0,6.4,0.9,8.2,1.7,4.7,1.5,17.3
"1580","29209",22513.8915501054,437.503991824743,31314,26.2,8.4,22.8,9.7,9.5,31.2,16.4,19.3,2,0.2,6.1,4.9,12.5,2.1,3.1,1.2,10.8
"1581","29211",34380.7454454288,484.706668895203,5983,27.1,2.4,18.7,14.2,8.6,20.1,22.4,11.6,4.3,4.4,23.6,1.2,9.9,2.4,5.8,3.1,24.9
"1582","29213",28885.0930571866,453.720508166969,56202,27,5.1,25.2,10.2,15.6,22.3,20.7,17.1,4.5,1,12.9,18.6,12.1,2.7,4.9,3.2,14
"1583","29215",23078.7820202997,459.159014016433,24828,35.8,6,28.5,15.1,16.7,20.9,21.5,24.9,4.4,0.2,9.9,1.8,16.8,2,8.2,5.6,20.3
"1584","29217",31314.152803762,586.539920109218,19777,31.2,4,19.6,11.6,16.5,20.1,23.8,19.8,3.9,0.3,6.7,0.8,10.5,1.8,8.4,3.3,16.2
"1585","29219",28159.198410255,333.062778135408,35729,17,4.8,20.5,11.7,7.4,17.6,23.4,15.2,4.2,0,9.7,1,11.5,3.2,2.5,0.9,11.3
"1586","29221",30250.2120441052,661.577608142493,23580,33.5,4.4,22.1,18.3,11.9,16.8,23.5,24.2,7.6,0.1,8,0.1,28,2.2,9.4,4.2,23.8
"1587","29223",27046.2954606985,523.418464037542,11081,35.5,8.3,20.6,17.8,13.6,24.6,19.6,29,1.6,0,7.2,0.7,20.6,5.7,5.5,1.4,23.1
"1588","29225",26588.5648796638,420.221571373997,39265,25.3,4.8,16.8,12.1,13.3,15.6,27.3,14.7,4.5,1.3,7.9,2.4,11.4,3,5.5,2.3,20.3
"1589","29227",28405.6508577195,252.270433905146,1982,29.1,0.9,10.9,6,8.7,25.3,20.2,19.4,8.4,0,4.5,1.8,9.7,0.4,8.5,1.3,18.9
"1590","29229",25131.2584573748,514.208389715832,18475,37.2,4.8,24,17.6,16,19.9,26,18.1,6.8,0.8,6.9,1.5,11.7,1.4,6.5,1,22.7
"1591","29510",25940.0438899664,294.61307706246,298018,30.3,5.4,32.1,10,10.1,14.5,18.5,15.6,7.8,1.4,55.4,19.8,0.4,1.9,18.5,3.4,16.9
"1592","30001",26328.0177421058,348.505650015841,9469,25.7,2.8,24.8,5.7,6.5,23,17.2,16.1,3.2,0,10.9,2.8,16.6,1.4,0.9,5.8,13.3
"1593","30003",45003.819709702,794.49961802903,13090,42.1,15,19.4,10.7,18.7,13,33,10.6,6,0,73.8,1.4,20.1,8.8,6.5,1.5,23.2
"1594","30005",37809.3883357041,483.641536273116,7030,33.5,13.2,21.8,10.9,17.4,15.8,29.7,19.9,8.6,0.3,56.9,3.2,9.2,5.1,9.2,2.2,20.5
"1595","30007",22316.1817400028,315.321771535044,6977,19.7,8.2,22.6,6.7,8.1,24.3,18.7,14.7,1.8,0,10.8,0.5,10.4,0.5,1.9,0.8,21
"1596","30009",23569.7510568342,281.822451855331,10645,18.7,4.9,25.5,4.2,7.2,26.7,17.5,16.8,2.7,0.6,8,1.2,9.1,0.8,2.7,1.1,16.4
"1597","30011",21846.8468468468,375.375375375375,1332,26.7,2.4,27.1,5.7,13.6,30.9,18.2,15.7,2,0,6.8,3.3,27.2,1.8,5.7,2.3,15.1
"1598","30013",36050.6023240113,446.560771353778,84423,22.9,3.3,25.4,6.6,6.9,19,22.3,15.1,6.6,0.1,16.5,10.7,7.8,1.4,5.7,3.1,15
"1599","30015",23283.025267085,254.366627098525,5897,25.7,5.2,16.1,7.7,5.8,21.7,23.2,12.4,4.2,0,23.8,3.5,14.4,0.7,5.4,1.8,27.3
"1600","30017",29714.8114075437,451.618298904407,11957,19.6,3.3,21.3,5.6,7.4,20.5,19.7,20.3,3,0.5,10.6,7.8,9.7,2.8,4.4,3.8,13.6
"1601","30019",32052.1172638437,586.319218241042,1535,24.1,1.5,23.4,3.8,4.2,29.8,18.6,20.3,1.4,0,9.5,2.5,5.4,1,5.9,1.6,19.9
"1602","30021",31217.0499158721,684.2400448682,8915,12.7,3,15.5,4.8,4,20.5,21.5,16.6,4.4,0,8.5,4.6,8.7,0.1,5.1,4.9,12.8
"1603","30023",35188.1293057764,317.965023847377,9435,31.5,3.8,28.2,9.5,7.2,24.9,12.9,25.5,8,0,10.4,5.3,6.4,0.3,9.3,9.4,22.3
"1604","30025",27167.6300578034,408.024481468888,2941,18,0,15.9,3.5,6.5,19.4,25.7,13.3,3,0,7,3.7,21.6,1.3,7.2,2.9,7.8
"1605","30027",26122.1294363257,548.016701461378,11496,21.5,3.1,22.1,5.4,14.1,24.9,19.7,15,3.2,0.1,6.8,4.4,12.4,2.2,7.4,3.1,13.2
"1606","30029",32242.5672487022,291.647003303445,105950,19.2,3.2,27,4.4,8.8,20.4,21.7,11.5,4.2,0.3,8.9,5.7,9.2,2.3,3.7,1.3,11
"1607","30031",35142.2484020554,113.63161632619,119685,18.3,2.1,26.8,2.4,7.4,13,19.2,9.2,3.2,0.3,10.3,10.2,5.8,1.7,2.6,3.9,8.4
"1608","30033",25717.2131147541,307.377049180328,976,21.6,0,18,2.9,15.5,23.8,22.4,10.4,2.9,0,2.5,0,15.2,5.1,0.7,1,6.6
"1609","30035",35701.3279152456,573.253029533416,13781,43.1,7.9,22.9,13.3,30,12.4,29.5,15,14.1,1,71.2,3.2,16.8,7.3,5.6,4.7,19.4
"1610","30037",21165.2794292509,594.530321046373,841,23.3,1.3,17.5,8.7,13,27.1,15.8,19,0,0,14.5,0,20.8,1.4,2.3,1.8,21.4
"1611","30039",20190.0237529691,296.912114014252,3368,25.8,5.7,20.6,9.6,6.3,30.7,15.7,17.5,1.8,0,6.5,0,13.1,2.1,3.1,2.9,16.7
"1612","30041",33735.6817342037,474.196329597241,16238,27.1,3.9,19.2,9.6,7.2,15.4,27.8,11.9,7.9,0.1,32,3,12.1,1.3,5.5,2.8,18.4
"1613","30043",26049.0507618349,219.995111219751,12273,11.3,3.4,19.3,6.3,5.7,22.4,20.1,17.1,3.6,0.2,8.7,1.2,10,3.1,3.1,2.4,10.9
"1614","30045",14173.61451692,49.0436488474743,2039,24.9,2.4,19.9,5.8,5.2,25.3,24.2,12.1,4.3,0.1,7.4,1.2,12.4,0,1.9,0.2,14.1
"1615","30047",26770.1291694436,349.106604462217,31509,27.6,6.5,26,7.7,15.4,23,22.6,15.2,6.8,0.8,35.7,1.8,10.5,2.4,4,1.7,17.3
"1616","30049",30917.5094772476,286.765425881629,71487,16.4,3.5,24.9,5,5.5,19.5,21.3,14,5.5,0.1,10.3,5.8,8.8,1,5.3,2.3,12.6
"1617","30051",26593.0757651781,250.878073256397,1993,40.4,0.2,19.2,23.4,5.7,22.4,26.4,19.8,6,0.3,2.9,9.9,10.3,0.9,13.9,2.2,32.4
"1618","30053",28540.953514908,491.14451555291,20157,31.3,6.9,28.1,7.6,13.3,29.5,18,22.2,3.1,0.5,8.9,2.2,14.5,1.8,3.8,1.3,14.9
"1619","30055",26059.5647193585,572.737686139748,1746,8.5,2.5,9.1,3.1,5.8,29.3,16.9,13.5,1.6,0.4,9.6,0,16.2,1.1,0,1.8,15.5
"1620","30057",27911.2331274308,263.097689315946,8742,12.8,2.3,22.8,3.6,8.9,30.2,15,14.8,0.7,0,8.3,5.4,7.8,1.6,1.7,3.2,14.3
"1621","30059",30800.8213552361,616.016427104723,1948,20.1,1.5,20.9,2.8,6.3,32.8,15.3,15.3,0,0,7.6,0.3,15.1,0.4,0.4,1.5,20.6
"1622","30061",29965.6061908856,365.434221840069,4652,22.1,3.6,23.5,6.9,7.5,27.9,20.8,18.5,4.1,0,9.8,0.4,18.3,2,1.9,1.4,20.7
"1623","30063",29046.4902438819,192.338515787787,118541,19.9,4.5,29.3,3.6,6.5,16.4,18.3,12.3,4.9,0.4,12.6,12.8,9.2,1.7,5.5,2.6,8.4
"1624","30065",22603.5743298131,629.569455727051,4924,22.8,4.9,20.3,8.9,5.8,28.8,18.7,18,3,0.3,9.6,0.4,17.1,3,3.3,0.9,19.4
"1625","30067",30086.6050808314,225.173210161663,17320,20.2,3.3,25.8,3.1,9.6,23.7,16.6,11.5,4,0.1,7.7,5.3,8.2,1.6,4.4,1.9,12.5
"1626","30069",11057.6923076923,240.384615384615,416,20.4,0.8,14.8,0.3,4.6,21.9,17.3,6.5,2.1,0,1.9,0,21.2,1.6,0,0,10.1
"1627","30071",27238.3652256083,732.341129222774,4233,21.1,3.4,15.9,6.8,9.4,22.8,23.5,15.6,4.1,0,17.5,1.3,13.7,1.8,2.1,2.3,17.4
"1628","30073",25070.9871388007,183.73141807249,5987,29.1,6.4,21.3,12,7.4,21.2,23.4,18.4,3.2,1.3,21.1,3.9,13.8,3.2,5.8,3.4,16
"1629","30075",23745.0648618161,564.015792442188,1773,19.7,1,18.1,10.7,7.7,29.1,16.9,17.5,0.9,0,8.2,0.3,20.6,1.3,5.1,3,19.7
"1630","30077",32009.1454701343,457.273506716205,6998,19.3,4.8,14.7,7.5,6.6,20.2,14.6,21.5,3,0,12.2,2.9,15.8,2,3.6,24.1,17.7
"1631","30079",22759.158222915,311.769290724864,1283,42,2.9,22.5,13.8,5.8,32,22.6,18.4,0,0,10.3,0,20.5,0,5.2,2.2,13.4
"1632","30081",19355.5575363223,401.105267849184,44876,16.1,4.4,22.7,7,9.8,26.2,18.8,18.6,3.4,0,9.9,2.7,8.3,1.2,4,0.9,12.5
"1633","30083",26720.0422312159,343.128629245117,11366,15.4,4.9,23.9,4.3,7.1,16.9,25.4,13.2,4.1,0.3,12.3,7.3,15.5,1.2,7.4,0.4,15.8
"1634","30085",37984.9986109825,722.289100842671,10799,44,8.6,17,6.8,31.3,11.6,33.5,13.8,5.6,0.1,67.6,2.4,11.8,3.4,10.6,2.6,32.2
"1635","30087",37713.5980746089,758.122743682311,8310,32.7,9.2,24.4,10.3,16.4,16.5,29.1,17.9,6.6,0.9,48.5,4.3,19.2,4.3,7.1,1.1,25.2
"1636","30089",19579.8652397939,420.134760206104,12615,31.8,5.2,30,9.4,12.3,31.9,17.5,21.5,1.9,0.4,11,0.4,15.7,1.8,5.7,1.8,15.9
"1637","30091",25324.3243243243,351.351351351351,3700,16.6,1.5,18.2,9.5,11.1,22.5,21.8,17.4,3,0.1,10.4,3.6,7.9,0.9,3.1,2.8,15.6
"1638","30093",28785.4755565626,393.700787401575,35306,25.1,4.6,23.7,6.5,7.1,19.5,20.2,19.4,5.4,0.4,10.3,9.2,5.5,0.7,6.8,3.7,15.3
"1639","30095",19469.8151035866,367.565159278236,8978,13.2,2.6,18,7.1,4.3,24.4,20.7,17.1,4.1,0.1,8.3,0.4,11.7,2.2,3.3,1.4,15.4
"1640","30097",24966.1888017311,351.636461996213,3697,14.8,2.1,16.5,4,9.2,24.6,20.2,14.4,2.1,0.3,9,0.7,10.1,1.1,3.5,0.7,14.2
"1641","30099",25184.3539596024,464.892593780057,6238,21.7,2.1,22.9,10.2,8.5,22.9,24.8,12.7,2.4,0.1,7.8,3.6,7.1,1.8,6.4,4.6,17.2
"1642","30101",28417.696293344,498.206456755679,5018,27.4,3.9,22.8,12.6,9.3,17.7,20.6,18.5,1.4,0.3,14.9,6.5,11.7,2.2,6.8,12.6,12.9
"1643","30103",21764.705882353,147.058823529412,680,24,1.1,17.7,5.9,4.9,22.4,17.4,15.3,4.8,0,5.6,1.8,16,2.4,5.1,0,11.4
"1644","30105",29131.3559322034,595.868644067797,7552,20.8,4,18.7,6.7,7,23.5,22.6,16.3,4.3,0,15.6,3.8,5.1,1,4.6,2.1,16.2
"1645","30107",22766.9902912621,679.611650485437,2060,29.1,0.2,14.1,7.6,19.7,28.8,20.9,10.6,5.6,0,6.4,0,10.7,0.5,2.5,4,21.1
"1646","30109",22252.0107238606,714.924039320822,1119,25.8,0,17,4.9,10.1,22.3,26.7,17.6,1.1,0.7,11.7,0,13.7,3.2,2.6,1.8,19.3
"1647","30111",31540.441265315,373.359754476692,165524,17.7,3.5,25,4.7,6.2,17.5,23.1,13.2,5.9,0.3,15.6,7.9,10.1,1.6,4.6,2.1,10.7
"1648","31001",25614.1026876024,295.411488938124,31143,20.4,2.7,22.6,7.6,5.9,18.1,24.3,14.4,6,2.1,16.2,5.8,4.6,2.1,5,4.2,13.3
"1649","31003",21104.4112980006,317.359568390987,6302,17.9,2.1,14.5,6.4,6.4,23.7,24.3,14.4,2.3,1.2,5.8,2.3,4.2,1.6,3.8,0.9,19.6
"1650","31005",7216.49484536083,206.185567010309,485,20.8,0.4,18.5,3.5,6.6,23.5,31.8,16.5,1.1,0,7,0,10.3,2.8,3.4,0,16.9
"1651","31007",16119.4029850746,298.507462686567,670,13.1,3.3,6.4,8.8,3.6,30.3,20.7,14.8,1.6,1.3,8.2,0,4.7,0.4,2.4,0,23.3
"1652","31009",20052.0833333333,1041.66666666667,384,20.1,1.9,18.9,9.6,7.6,37.5,14.8,23.4,0,0.8,0,0,18.7,1,1.5,0,15.4
"1653","31011",24383.9169909209,277.93218454697,5397,16.9,1,15.4,6.1,4.5,22.9,23.7,14,2.3,0.2,4.5,2.3,1.1,0.2,3.6,1.9,17.1
"1654","31013",23854.1473371683,241.232139543515,10778,20.6,4,22.3,8.1,8.8,19.1,25.3,13.3,5.1,0.6,19.9,8.1,4.9,2.6,5.4,1.8,9.9
"1655","31015",28070.1754385965,735.710243350311,1767,21.6,1.8,17.7,4.8,8.3,33.3,18.3,18.7,0.6,0.5,7.4,0.6,12.2,0,1.4,1.7,17.7
"1656","31017",24860.646599777,260.126347082869,2691,20.6,0.5,27.3,7.5,7.3,28.9,19.1,14,2.5,1.4,8.7,3.6,6.3,0,2.9,1.4,14.4
"1657","31019",29155.9387661418,315.350378220865,50103,20.2,2.9,24.5,7.4,7.2,15.6,22.8,13.2,5.6,1.8,14.5,9.3,6.5,1.4,4.3,4.1,10.3
"1658","31021",23701.0570195027,416.852761649546,6717,21.1,2.7,17.6,9,9.6,24,22.9,18,5.1,0,8.8,1.3,4.3,0.7,5.5,1.5,19.5
"1659","31023",28114.1765197659,238.863012062582,8373,14.9,0.7,15.9,7.6,6.6,20.5,23.5,11.7,4.6,2.3,8.6,1,7.1,1.1,2.7,1.8,14
"1660","31025",27660.8471344723,205.61516318367,26749,14.1,2.2,21.3,4.6,7,18,23.3,12.6,3.8,0.2,8.1,3.5,4.6,1.4,3.5,0.9,11.6
"1661","31027",21480.5970149254,334.328358208955,8375,11.1,2,13.3,5.3,6,21.6,25.6,10.4,3.5,0.1,4.4,1.3,3.4,0.8,2.8,1.6,19.1
"1662","31029",24190.0647948164,296.976241900648,3704,18.8,2.6,17.7,12.1,11.6,24.9,24.1,12.9,4.2,1.2,23.2,1.2,10.7,0.3,2.5,1.9,12.7
"1663","31031",11748.5839576101,255.801205919971,5473,28.1,0.4,19,2.2,8.6,20.8,24.1,12.1,4.7,0,15.6,4.3,6.3,3,6.4,2,17
"1664","31033",25692.9075771946,316.155548529877,9489,21.7,2.6,25.9,7.7,6.9,20.8,22.7,15.1,2.6,0.1,12.4,9.5,4.8,2,6,1.3,12.8
"1665","31035",29270.6964520368,542.049934296977,6088,18.4,2.2,16.6,6.7,8.1,20.3,24.9,13.3,5.1,0.9,11.9,1,1.7,1.2,2.6,1.6,14.8
"1666","31037",28306.3523620183,302.944239325949,10563,18.9,1.7,12.6,26.9,10.6,13.3,30.1,8.1,4.9,18.3,52.7,0.7,12.2,6.8,1.4,0.7,13.4
"1667","31039",23000,300,9000,17.3,2.6,13.6,7.9,7.5,21.6,24.5,9.9,2.7,2.7,12.6,2.4,2.6,1.1,2.3,1.3,22.8
